d000.s00000.t00000 bn:00106124a
d000.s13768.t00001 bn:00012597n
d000.s13768.t00002 bn:00107787a
d000.s13769.t00000 bn:00103764a
d000.s13769.t00001 bn:00019955n
d000.s13769.t00002 bn:00084331v
d000.s13770.t00000 bn:00093287v
d000.s13770.t00001 bn:00017718n
d000.s13771.t00000 bn:00007309n
d000.s13771.t00001 bn:00089531v
d000.s13771.t00002 bn:00109157a
d000.s13772.t00000 bn:00081285n
d000.s13772.t00001 bn:00090448v
d000.s13773.t00000 bn:00086708v
d000.s13773.t00001 bn:00034565n
d000.s13774.t00000 bn:00114281r
d000.s13774.t00001 bn:00090448v
d000.s13774.t00002 bn:00034565n
d000.s13774.t00003 bn:00049381n
d000.s13774.t00004 bn:00111824a
d000.s13774.t00005 bn:00082705v
d000.s13774.t00006 bn:00049322n
d000.s13774.t00007 bn:00089969v
d000.s13775.t00000 bn:00082536v
d000.s13775.t00001 bn:00110036a
d000.s13775.t00002 bn:00056155n
d000.s13776.t00000 bn:00044994n
d000.s13776.t00001 bn:00078738n
d000.s13777.t00000 bn:00012789n
d000.s13777.t00001 bn:00041820n
d000.s13777.t00002 bn:00035192n
d000.s13777.t00003 bn:00085261v
d000.s13777.t00004 bn:00029192n
d000.s13777.t00005 bn:00035378n
d000.s13777.t00006 bn:00106125a
d000.s13777.t00007 bn:00040605n
d000.s13777.t00008 bn:00017640n
d000.s13778.t00000 bn:00044994n
d000.s13778.t00001 bn:00034565n
d000.s13778.t00002 bn:00092763v
d000.s13778.t00003 bn:00077267n
d000.s13778.t00004 bn:00091458v
d000.s13779.t00000 bn:00078738n
d000.s13779.t00001 bn:00044994n
d000.s13780.t00000 bn:00078559n
d000.s13780.t00001 bn:00098342a
d000.s13780.t00002 bn:00108605a
d000.s13780.t00003 bn:00060155n
d000.s13780.t00004 bn:00083646v
d000.s13780.t00005 bn:00095597v
d000.s13780.t00006 bn:00007329n
d000.s13780.t00007 bn:00114079r
d000.s13780.t00008 bn:00093758v
d000.s13781.t00000 bn:00011687n
d000.s13781.t00001 bn:00035378n
d000.s13782.t00000 bn:00094089v
d000.s13782.t00001 bn:00104348a
d000.s13782.t00002 bn:00075170n
d000.s13782.t00003 bn:00032600n
d000.s13782.t00004 bn:00087864v
d000.s13783.t00000 bn:00114216r
d000.s13783.t00001 bn:00033729n
d000.s13783.t00002 bn:00082690v
d000.s13783.t00003 bn:00028682n
d000.s13783.t00004 bn:00084413v
d000.s13784.t00000 bn:00089240v
d000.s13784.t00001 bn:00114079r
d000.s13784.t00002 bn:00115274r
d000.s13785.t00000 bn:00035378n
d000.s13785.t00001 bn:00044141n
d000.s13786.t00000 bn:00114245r
d000.s13786.t00001 bn:00083646v
d000.s13786.t00002 bn:00063608n
d000.s13787.t00000 bn:00043484n
d000.s13788.t00000 bn:00053941n
d000.s13788.t00001 bn:00114165r
d000.s13789.t00000 bn:00082690v
d000.s13789.t00001 bn:00113818a
d000.s13789.t00002 bn:00078131n
d000.s13789.t00003 bn:00013626n
d000.s13789.t00004 bn:00060969n
d000.s13789.t00005 bn:00035378n
d000.s13789.t00006 bn:00083646v
d000.s13789.t00007 bn:00060538n
d000.s13790.t00000 bn:00044407n
d000.s13790.t00001 bn:00078131n
d000.s13790.t00002 bn:00088912v
d000.s13791.t00000 bn:00089105v
d000.s13792.t00000 bn:00036640n
d000.s13793.t00000 bn:00114216r
d000.s13793.t00001 bn:00084733v
d000.s13793.t00002 bn:00107786a
d000.s13793.t00003 bn:00072374n
d000.s13793.t00004 bn:00082920v
d000.s13793.t00005 bn:00044775n
d000.s13794.t00000 bn:00036640n
d000.s13794.t00001 bn:00094275v
d000.s13794.t00002 bn:00081285n
d000.s13794.t00003 bn:00051508n
d000.s13794.t00004 bn:00042759n
d000.s13795.t00000 bn:00090448v
d000.s13795.t00001 bn:00037302n
d000.s13796.t00000 bn:00093287v
d000.s13796.t00001 bn:00008872n
d000.s13797.t00000 bn:00098342a
d000.s13797.t00001 bn:00004493n
d000.s13798.t00000 bn:00084058v
d000.s13799.t00000 bn:00082690v
d000.s13799.t00001 bn:00010490n
d000.s13800.t00000 bn:00044994n
d000.s13800.t00001 bn:00093929v
d000.s13801.t00000 bn:00117070r
d000.s13801.t00001 bn:00028682n
d000.s13801.t00002 bn:00032600n
d000.s13802.t00000 bn:00051508n
d000.s13802.t00001 bn:00082596v
d000.s13803.t00000 bn:00019309n
d000.s13804.t00000 bn:00002393n
d000.s13804.t00001 bn:00020277n
d000.s13805.t00000 bn:00088421v
d000.s13805.t00001 bn:00068233n
d000.s13805.t00002 bn:00058442n
d000.s13805.t00003 bn:00018835n
d000.s13806.t00000 bn:00032381n
d000.s13806.t00001 bn:00046209n
d000.s13806.t00002 bn:00093287v
d000.s13807.t00000 bn:00093430v
d000.s13807.t00001 bn:00032512n
d000.s13808.t00000 bn:00032381n
d000.s13808.t00001 bn:00083340v
d000.s13809.t00000 bn:00093287v
d000.s13810.t00000 bn:00103672a
d000.s13810.t00001 bn:00045800n
d000.s13811.t00000 bn:00088411v
d000.s13812.t00000 bn:00082705v
d000.s13812.t00001 bn:00005007n
d000.s13813.t00000 bn:00099598a
d000.s13813.t00001 bn:00064208n
d000.s13814.t00000 bn:00090225v
d000.s13814.t00001 bn:00008872n
d000.s13815.t00000 bn:00071215n
d000.s13816.t00000 bn:00089804v
d000.s13816.t00001 bn:00064208n
d000.s13817.t00000 bn:00051508n
d000.s13818.t00000 bn:00114626r
d000.s13818.t00001 bn:00032381n
d000.s13819.t00000 bn:00085261v
d000.s13819.t00001 bn:00093287v
d000.s13819.t00002 bn:00031998n
d000.s13819.t00003 bn:00058192n
d000.s13819.t00004 bn:00059907n
d000.s13820.t00000 bn:00018836n
d000.s13821.t00000 bn:00089805v
d000.s13822.t00000 bn:00091565v
d000.s13823.t00000 bn:00089277v
d000.s13823.t00001 bn:00068233n
d000.s13824.t00000 bn:00028248n
d000.s13824.t00001 bn:00093430v
d000.s13824.t00002 bn:00082963v
d000.s13825.t00000 bn:00089277v
d000.s13825.t00001 bn:00082470v
d000.s13825.t00002 bn:00107267a
d000.s13825.t00003 bn:00108605a
d000.s13825.t00004 bn:00071599n
d000.s13825.t00005 bn:00002237n
d000.s13826.t00000 bn:00093287v
d000.s13826.t00001 bn:00082690v
d000.s13826.t00002 bn:00114073r
d000.s13826.t00003 bn:00078738n
d000.s13826.t00004 bn:00107786a
d000.s13827.t00000 bn:00021391n
d000.s13828.t00000 bn:00085261v
d000.s13829.t00000 bn:00094275v
d000.s13829.t00001 bn:00027747n
d000.s13829.t00002 bn:00082596v
d000.s13829.t00003 bn:00090448v
d000.s13829.t00004 bn:00007728n
d000.s13829.t00005 bn:00015784n
d000.s13830.t00000 bn:00088912v
d000.s13830.t00001 bn:00093230v
d000.s13830.t00002 bn:00093211v
d000.s13830.t00003 bn:00023101n
d000.s13830.t00004 bn:00087367v
d000.s13831.t00000 bn:00082690v
d000.s13831.t00001 bn:00014169n
d000.s13831.t00002 bn:00083340v
d000.s13832.t00000 bn:00085450v
d000.s13832.t00001 bn:00032381n
d000.s13832.t00002 bn:00098581a
d000.s13832.t00003 bn:00012465n
d000.s13833.t00000 bn:00032381n
d000.s13834.t00000 bn:00090224v
d000.s13835.t00000 bn:00089105v
d000.s13835.t00001 bn:00018346n
d000.s13835.t00002 bn:00001530n
d000.s13835.t00003 bn:00107786a
d000.s13836.t00000 bn:00001533n
d000.s13836.t00001 bn:00107786a
d000.s13837.t00000 bn:00055094n
d000.s13837.t00001 bn:00061450n
d000.s13837.t00002 bn:00089105v
d000.s13837.t00003 bn:00024526n
d000.s13837.t00004 bn:00103326a
d000.s13837.t00005 bn:00005054n
d000.s13837.t00006 bn:00107786a
d000.s13837.t00007 bn:00103765a
d000.s13838.t00000 bn:00106554a
d000.s13838.t00001 bn:00017367n
d000.s13838.t00002 bn:00093287v
d000.s13839.t00000 bn:00086682v
d000.s13839.t00001 bn:00051292n
d000.s13840.t00000 bn:00001533n
d000.s13841.t00000 bn:00114165r
d000.s13841.t00001 bn:00055094n
d000.s13841.t00002 bn:00093776v
d000.s13841.t00003 bn:00093287v
d000.s13842.t00000 bn:00117251r
d000.s13842.t00001 bn:00088912v
d000.s13843.t00000 bn:00018345n
d000.s13843.t00001 bn:00116295r
d000.s13843.t00002 bn:00021395n
d000.s13843.t00003 bn:00101930a
d000.s13843.t00004 bn:00089086v
d000.s13843.t00005 bn:00082281v
d000.s13843.t00006 bn:00087861v
d000.s13844.t00000 bn:00083183v
d000.s13844.t00001 bn:00075151n
d000.s13844.t00002 bn:00093287v
d000.s13844.t00003 bn:00103672a
d000.s13845.t00000 bn:00031998n
d000.s13845.t00001 bn:00069946n
d000.s13845.t00002 bn:00075170n
d000.s13845.t00003 bn:00043417n
d000.s13845.t00004 bn:00005845n
d000.s13845.t00005 bn:00089239v
d000.s13845.t00006 bn:00035304n
d000.s13845.t00007 bn:00083340v
d000.s13845.t00008 bn:00095597v
d000.s13846.t00000 bn:00023101n
d000.s13846.t00001 bn:00092424v
d000.s13847.t00000 bn:00113830a
d000.s13847.t00001 bn:00032600n
d000.s13847.t00002 bn:00009616n
d000.s13848.t00000 bn:00093287v
d000.s13849.t00000 bn:00114281r
d000.s13850.t00000 bn:00095597v
d000.s13851.t00000 bn:00090485v
d000.s13851.t00001 bn:00068672n
d000.s13851.t00002 bn:00062395n
d000.s13852.t00000 bn:00114281r
d000.s13852.t00001 bn:00088762v
d000.s13853.t00000 bn:00087901v
d000.s13853.t00001 bn:00081568n
d000.s13853.t00002 bn:00000475n
d000.s13853.t00003 bn:00000724n
d000.s13854.t00000 bn:00055094n
d000.s13854.t00001 bn:00035680n
d000.s13854.t00002 bn:00044137n
d000.s13854.t00003 bn:00044994n
d000.s13854.t00004 bn:00088278v
d000.s13854.t00005 bn:00107267a
d000.s13854.t00006 bn:00000725n
d000.s13855.t00000 bn:00050928n
d000.s13855.t00001 bn:00051846n
d000.s13855.t00002 bn:00101123a
d000.s13855.t00003 bn:00011422n
d000.s13855.t00004 bn:00081285n
d000.s13855.t00005 bn:00031867n
d000.s13855.t00006 bn:00116211r
d000.s13855.t00007 bn:00052222n
d000.s13855.t00008 bn:00085398v
d000.s13855.t00009 bn:00010728n
d000.s13856.t00000 bn:00110046a
d000.s13856.t00001 bn:00088884v
d000.s13856.t00002 bn:00060643n
d000.s13856.t00003 bn:00017621n
d000.s13856.t00004 bn:00098282a
d000.s13857.t00000 bn:00001793n
d000.s13857.t00001 bn:00025680n
d000.s13857.t00002 bn:00018345n
d000.s13857.t00003 bn:00019218n
d000.s13858.t00000 bn:00006565n
d000.s13858.t00001 bn:00045979n
d000.s13858.t00002 bn:00045970n
d000.s13858.t00003 bn:00115274r
d000.s13858.t00004 bn:00096165a
d000.s13858.t00005 bn:00085703v
d000.s13859.t00000 bn:00045106n
d000.s13859.t00001 bn:00011744n
d000.s13859.t00002 bn:00018207n
d000.s13859.t00003 bn:00013130n
d000.s13859.t00004 bn:00066418n
d000.s13859.t00005 bn:00091597v
d000.s13859.t00006 bn:00035378n
d000.s13859.t00007 bn:00043776n
d000.s13860.t00000 bn:00082367v
d000.s13861.t00000 bn:00025233n
d000.s13861.t00001 bn:00093430v
d000.s13862.t00000 bn:00082690v
d000.s13862.t00001 bn:00062019n
d000.s13863.t00000 bn:00055644n
d000.s13863.t00001 bn:00093287v
d000.s13864.t00000 bn:00082536v
d000.s13865.t00000 bn:00095040v
d000.s13865.t00001 bn:00042759n
d000.s13866.t00000 bn:00085261v
d000.s13867.t00000 bn:00078546n
d000.s13868.t00000 bn:00046205n
d000.s13868.t00001 bn:00075151n
d000.s13869.t00000 bn:00085714v
d000.s13869.t00001 bn:00033729n
d000.s13869.t00002 bn:00085261v
d000.s13869.t00003 bn:00058593n
d000.s13870.t00000 bn:00020414n
d000.s13871.t00000 bn:00080550n
d000.s13871.t00001 bn:00084684v
d000.s13871.t00002 bn:00000127n
d000.s13872.t00000 bn:00084387v
d000.s13872.t00001 bn:00082788v
d000.s13872.t00002 bn:00110624a
d000.s13872.t00003 bn:00044994n
d000.s13873.t00000 bn:00088854v
d000.s13873.t00001 bn:00020414n
d000.s13873.t00002 bn:00095789v
d000.s13874.t00000 bn:00001530n
d000.s13875.t00000 bn:00032512n
d000.s13875.t00001 bn:00089724v
d000.s13875.t00002 bn:00058698n
d000.s13876.t00000 bn:00114234r
d000.s13876.t00001 bn:00009819n
d000.s13876.t00002 bn:00045106n
d000.s13876.t00003 bn:00095375v
d000.s13877.t00000 bn:00095375v
d000.s13878.t00000 bn:00003200n
d000.s13878.t00001 bn:00098481a
d000.s13878.t00002 bn:00113968a
d000.s13878.t00003 bn:00079079n
d000.s13879.t00000 bn:00055208n
d000.s13879.t00001 bn:00080267n
d000.s13880.t00000 bn:00105243a
d000.s13880.t00001 bn:00032600n
d000.s13880.t00002 bn:00093430v
d000.s13880.t00003 bn:00080185n
d000.s13880.t00004 bn:00078738n
d000.s13881.t00000 bn:00026633n
d000.s13881.t00001 bn:00020414n
d000.s13881.t00002 bn:00077433n
d000.s13881.t00003 bn:00089309v
d000.s13881.t00004 bn:00086390v
d000.s13881.t00005 bn:00029914n
d000.s13881.t00006 bn:00083340v
d000.s13881.t00007 bn:00092424v
d000.s13882.t00000 bn:00117048r
d000.s13882.t00001 bn:00089845v
d000.s13882.t00002 bn:00080991n
d000.s13882.t00003 bn:00000086n
d000.s13882.t00004 bn:00066478n
d000.s13882.t00005 bn:00089240v
d000.s13882.t00006 bn:00088445v
d000.s13882.t00007 bn:00052869n
d000.s13882.t00008 bn:00007309n
d000.s13882.t00009 bn:00051758n
d000.s13883.t00000 bn:00082646v
d000.s13884.t00000 bn:00001530n
d000.s13885.t00000 bn:00035907n
d000.s13885.t00001 bn:00010820n
d000.s13885.t00002 bn:00086682v
d000.s13886.t00000 bn:00060643n
d000.s13886.t00001 bn:00055094n
d000.s13886.t00002 bn:00009495n
d000.s13886.t00003 bn:00089039v
d000.s13886.t00004 bn:00003200n
d000.s13887.t00000 bn:00085337v
d000.s13887.t00001 bn:00093287v
d000.s13888.t00000 bn:00116211r
d000.s13888.t00001 bn:00103672a
d000.s13889.t00000 bn:00009495n
d000.s13890.t00000 bn:00084058v
d000.s13890.t00001 bn:00020414n
d000.s13890.t00002 bn:00007652n
d000.s13891.t00000 bn:00025236n
d000.s13891.t00001 bn:00076338n
d000.s13891.t00002 bn:00009727n
d000.s13891.t00003 bn:00089785v
d000.s13891.t00004 bn:00098581a
d000.s13891.t00005 bn:00011277n
d000.s13891.t00006 bn:00062020n
d000.s13892.t00000 bn:00014169n
d000.s13892.t00001 bn:00085719v
d000.s13893.t00000 bn:00089039v
d000.s13893.t00001 bn:00060643n
d000.s13893.t00002 bn:00082596v
d000.s13893.t00003 bn:00058152n
d000.s13894.t00000 bn:00034027n
d000.s13894.t00001 bn:00114422r
d000.s13894.t00002 bn:00017185n
d000.s13894.t00003 bn:00083342v
d000.s13895.t00000 bn:00082646v
d000.s13896.t00000 bn:00032600n
d000.s13897.t00000 bn:00001530n
d000.s13897.t00001 bn:00084684v
d000.s13898.t00000 bn:00093287v
d000.s13899.t00000 bn:00085337v
d000.s13899.t00001 bn:00025236n
d000.s13900.t00000 bn:00093287v
d000.s13901.t00000 bn:00085332v
d000.s13901.t00001 bn:00018346n
d000.s13901.t00002 bn:00082131v
d000.s13902.t00000 bn:00023101n
d000.s13902.t00001 bn:00020414n
d000.s13902.t00002 bn:00042759n
d000.s13902.t00003 bn:00024410n
d000.s13902.t00004 bn:00068233n
d000.s13902.t00005 bn:00104050a
d000.s13903.t00000 bn:00093287v
d000.s13904.t00000 bn:00025236n
d000.s13904.t00001 bn:00070497n
d000.s13904.t00002 bn:00047315n
d000.s13905.t00000 bn:00020414n
d000.s13905.t00001 bn:00086942v
d000.s13905.t00002 bn:00006808n
d000.s13905.t00003 bn:00000086n
d000.s13905.t00004 bn:00084425v
d000.s13905.t00005 bn:00082958v
d000.s13905.t00006 bn:00065900n
d000.s13905.t00007 bn:00049248n
d000.s13905.t00008 bn:00008463n
d000.s13906.t00000 bn:00000266n
d000.s13907.t00000 bn:00095597v
d000.s13907.t00001 bn:00098480a
d000.s13907.t00002 bn:00043320n
d000.s13907.t00003 bn:00020825n
d000.s13907.t00004 bn:00006121n
d000.s13907.t00005 bn:00073801n
d000.s13907.t00006 bn:00022866n
d000.s13907.t00007 bn:00016990n
d000.s13908.t00000 bn:00060643n
d000.s13908.t00001 bn:00000127n
d000.s13908.t00002 bn:00063322n
d000.s13909.t00000 bn:00057219n
d000.s13909.t00001 bn:00094089v
d000.s13910.t00000 bn:00115274r
d000.s13910.t00001 bn:00063322n
d000.s13910.t00002 bn:00084058v
d000.s13910.t00003 bn:00057552n
d000.s13910.t00004 bn:00057562n
d000.s13910.t00005 bn:00094520v
d000.s13911.t00000 bn:00012940n
d000.s13911.t00001 bn:00000086n
d000.s13912.t00000 bn:00026633n
d000.s13912.t00001 bn:00088939v
d000.s13912.t00002 bn:00084387v
d000.s13912.t00003 bn:00070164n
d000.s13912.t00004 bn:00081568n
d000.s13912.t00005 bn:00084425v
d000.s13912.t00006 bn:00049573n
d000.s13913.t00000 bn:00094089v
d000.s13913.t00001 bn:00003200n
d000.s13913.t00002 bn:00085319v
d000.s13913.t00003 bn:00087128v
d000.s13914.t00000 bn:00085719v
d000.s13914.t00001 bn:00114626r
d000.s13914.t00002 bn:00042807n
d000.s13914.t00003 bn:00057562n
d000.s13915.t00000 bn:00015839n
d000.s13915.t00001 bn:00025236n
d000.s13915.t00002 bn:00114626r
d000.s13915.t00003 bn:00007309n
d000.s13915.t00004 bn:00074595n
d000.s13916.t00000 bn:00001533n
d000.s13916.t00001 bn:00020414n
d000.s13917.t00000 bn:00093430v
d000.s13917.t00001 bn:00023775n
d000.s13917.t00002 bn:00000127n
d000.s13918.t00000 bn:00114216r
d000.s13918.t00001 bn:00091562v
d000.s13918.t00002 bn:00082927v
d000.s13919.t00000 bn:00057562n
d000.s13919.t00001 bn:00084388v
d000.s13920.t00000 bn:00007309n
d000.s13920.t00001 bn:00095597v
d000.s13920.t00002 bn:00061006n
d000.s13920.t00003 bn:00044994n
d000.s13921.t00000 bn:00028248n
d000.s13921.t00001 bn:00059953n
d000.s13921.t00002 bn:00015784n
d000.s13921.t00003 bn:00032512n
d000.s13921.t00004 bn:00089626v
d000.s13922.t00000 bn:00052017n
d000.s13922.t00001 bn:00044994n
d000.s13922.t00002 bn:00032600n
d000.s13922.t00003 bn:00026343n
d000.s13922.t00004 bn:00055094n
d000.s13922.t00005 bn:00094089v
d000.s13922.t00006 bn:00026633n
d000.s13923.t00000 bn:00083912v
d000.s13923.t00001 bn:00026633n
d000.s13923.t00002 bn:00031480n
d000.s13923.t00003 bn:00032892n
d000.s13923.t00004 bn:00082846v
d000.s13923.t00005 bn:00053665n
d000.s13923.t00006 bn:00003882n
d000.s13923.t00007 bn:00023101n
d000.s13923.t00008 bn:00034702n
d000.s13924.t00000 bn:00088270v
d000.s13924.t00001 bn:00079344n
d000.s13924.t00002 bn:00002393n
d000.s13924.t00003 bn:00049805n
d000.s13924.t00004 bn:00082690v
d000.s13924.t00005 bn:00090878v
d000.s13925.t00000 bn:00053799n
d000.s13925.t00001 bn:00071599n
d000.s13925.t00002 bn:00012933n
d000.s13925.t00003 bn:00012569n
d000.s13925.t00004 bn:00076359n
d000.s13925.t00005 bn:00049248n
d000.s13925.t00006 bn:00042759n
d000.s13925.t00007 bn:00034453n
d000.s13925.t00008 bn:00085356v
d000.s13925.t00009 bn:00073851n
d000.s13925.t00010 bn:00023101n
d000.s13925.t00011 bn:00046859n
d000.s13925.t00012 bn:00085595v
d000.s13926.t00000 bn:00082646v
d000.s13926.t00001 bn:00041634n
d000.s13926.t00002 bn:00082963v
d000.s13926.t00003 bn:00049381n
d000.s13926.t00004 bn:00113830a
d000.s13926.t00005 bn:00032402n
d000.s13927.t00000 bn:00093430v
d000.s13927.t00001 bn:00090143v
d000.s13927.t00002 bn:00032892n
d000.s13927.t00003 bn:00092424v
d000.s13927.t00004 bn:00057562n
d000.s13927.t00005 bn:00062020n
d000.s13927.t00006 bn:00082705v
d000.s13928.t00000 bn:00059168n
d000.s13928.t00001 bn:00083455v
d000.s13928.t00002 bn:00030581n
d000.s13929.t00000 bn:00021303n
d000.s13930.t00000 bn:00082690v
d000.s13930.t00001 bn:00014640n
d000.s13931.t00000 bn:00035907n
d000.s13931.t00001 bn:00091527v
d000.s13931.t00002 bn:00018346n
d000.s13931.t00003 bn:00056759n
d000.s13932.t00000 bn:00031293n
d000.s13932.t00001 bn:00080746n
d000.s13932.t00002 bn:00042905n
d000.s13932.t00003 bn:00001469n
d000.s13932.t00004 bn:00089804v
d000.s13932.t00005 bn:00089407v
d000.s13932.t00006 bn:00070159n
d000.s13933.t00000 bn:00021304n
d000.s13934.t00000 bn:00096165a
d000.s13934.t00001 bn:00023807n
d000.s13935.t00000 bn:00087894v
d000.s13935.t00001 bn:00024488n
d000.s13935.t00002 bn:00034003n
d000.s13935.t00003 bn:00028248n
d000.s13936.t00000 bn:00085719v
d000.s13936.t00001 bn:00023101n
d000.s13936.t00002 bn:00088939v
d000.s13937.t00000 bn:00000086n
d000.s13938.t00000 bn:00032892n
d000.s13938.t00001 bn:00074831n
d000.s13938.t00002 bn:00072991n
d000.s13939.t00000 bn:00056758n
d000.s13939.t00001 bn:00027544n
d000.s13939.t00002 bn:00045800n
d000.s13940.t00000 bn:00090661v
d000.s13940.t00001 bn:00050284n
d000.s13940.t00002 bn:00037302n
d000.s13940.t00003 bn:00014095n
d000.s13941.t00000 bn:00028248n
d000.s13941.t00001 bn:00082647v
d000.s13941.t00002 bn:00110742a
d000.s13941.t00003 bn:00001533n
d000.s13941.t00004 bn:00116286r
d000.s13941.t00005 bn:00053238n
d000.s13942.t00000 bn:00091073v
d000.s13943.t00000 bn:00017747n
d000.s13943.t00001 bn:00103765a
d000.s13943.t00002 bn:00001530n
d000.s13944.t00000 bn:00001533n
d000.s13944.t00001 bn:00079864n
d000.s13944.t00002 bn:00057149n
d000.s13944.t00003 bn:00001530n
d000.s13944.t00004 bn:00100914a
d000.s13944.t00005 bn:00028682n
d000.s13944.t00006 bn:00061189n
d000.s13945.t00000 bn:00093287v
d000.s13945.t00001 bn:00089277v
d000.s13945.t00002 bn:00011309n
d000.s13946.t00000 bn:00015267n
d000.s13946.t00001 bn:00089105v
d000.s13946.t00002 bn:00085319v
d000.s13947.t00000 bn:00009489n
d000.s13948.t00000 bn:00015267n
d000.s13948.t00001 bn:00084331v
d000.s13949.t00000 bn:00090323v
d000.s13949.t00001 bn:00037283n
d000.s13949.t00002 bn:00076619n
d000.s13949.t00003 bn:00085319v
d000.s13950.t00000 bn:00005913n
d000.s13951.t00000 bn:00089048v
d000.s13951.t00001 bn:00026633n
d000.s13952.t00000 bn:00098581a
d000.s13952.t00001 bn:00081492n
d000.s13952.t00002 bn:00094934v
d000.s13952.t00003 bn:00101180a
d000.s13952.t00004 bn:00015267n
d000.s13952.t00005 bn:00002761n
d000.s13953.t00000 bn:00001875n
d000.s13953.t00001 bn:00036538n
d000.s13953.t00002 bn:00106044a
d000.s13953.t00003 bn:00023856n
d000.s13953.t00004 bn:00034027n
d000.s13953.t00005 bn:00013597n
d000.s13953.t00006 bn:00087441v
d000.s13953.t00007 bn:00013888n
d000.s13953.t00008 bn:00037769n
d000.s13953.t00009 bn:00046516n
d000.s13953.t00010 bn:00051538n
d000.s13953.t00011 bn:00104384a
d000.s13953.t00012 bn:00045201n
d000.s13954.t00000 bn:00036538n
d000.s13954.t00001 bn:00083369v
d000.s13954.t00002 bn:00106531a
d000.s13954.t00003 bn:00073258n
d000.s13954.t00004 bn:00055604n
d000.s13954.t00005 bn:00051158n
d000.s13954.t00006 bn:00027749n
d000.s13954.t00007 bn:00029424n
d000.s13954.t00008 bn:00001734n
d000.s13954.t00009 bn:00026696n
d000.s13954.t00010 bn:00012681n
d000.s13955.t00000 bn:00083294v
d000.s13955.t00001 bn:00023236n
d000.s13955.t00002 bn:00083374v
d000.s13955.t00003 bn:00050802n
d000.s13955.t00004 bn:00093287v
d000.s13955.t00005 bn:00106124a
d000.s13955.t00006 bn:00087441v
d000.s13955.t00007 bn:00088378v
d000.s13956.t00000 bn:00036941n
d000.s13956.t00001 bn:00045201n
d000.s13956.t00002 bn:00020904n
d000.s13956.t00003 bn:00090010v
d000.s13956.t00004 bn:00114281r
d000.s13956.t00005 bn:00042759n
d000.s13957.t00000 bn:00082690v
d000.s13957.t00001 bn:00084413v
d000.s13957.t00002 bn:00093287v
d000.s13957.t00003 bn:00007099n
d000.s13957.t00004 bn:00045201n
d000.s13957.t00005 bn:00020904n
d000.s13957.t00006 bn:00087617v
d000.s13958.t00000 bn:00036855n
d000.s13959.t00000 bn:00084343v
d000.s13959.t00001 bn:00098805a
d000.s13960.t00000 bn:00089574v
d000.s13960.t00001 bn:00074633n
d000.s13960.t00002 bn:00001793n
d000.s13960.t00003 bn:00114423r
d000.s13961.t00000 bn:00020904n
d000.s13961.t00001 bn:00054311n
d000.s13961.t00002 bn:00114246r
d000.s13961.t00003 bn:00037008n
d000.s13961.t00004 bn:00052671n
d000.s13961.t00005 bn:00020899n
d000.s13962.t00000 bn:00065106n
d000.s13963.t00000 bn:00046516n
