d000.s00000.t00000 bn:00058442n
d000.s04059.t00000 bn:00103624a
d000.s04060.t00000 bn:00103624a
d000.s04061.t00000 bn:00103624a
d000.s04062.t00000 bn:00107151a
d000.s04063.t00000 bn:00107151a
d000.s04064.t00000 bn:00107151a
d000.s04065.t00000 bn:00107151a
d000.s04066.t00000 bn:00107151a
d000.s04067.t00000 bn:00107152a
d000.s04068.t00000 bn:00107152a
d000.s04069.t00000 bn:00107152a
d000.s04070.t00000 bn:00107152a
d000.s04071.t00000 bn:00107152a
d000.s04072.t00000 bn:00102463a
d000.s04073.t00000 bn:00102463a
d000.s04074.t00000 bn:00102400a
d000.s04075.t00000 bn:00102499a
d000.s04076.t00000 bn:00103997a
d000.s04077.t00000 bn:00103784a
d000.s04078.t00000 bn:00097493a
d000.s04079.t00000 bn:00097493a
d000.s04080.t00000 bn:00097493a
d000.s04081.t00000 bn:00097493a
d000.s04082.t00000 bn:00097493a
d000.s04083.t00000 bn:00100095a
d000.s04084.t00000 bn:00100095a
d000.s04085.t00000 bn:00097859a
d000.s04086.t00000 bn:00097859a
d000.s04087.t00000 bn:00096158a
d000.s04088.t00000 bn:00096158a
d000.s04089.t00000 bn:00096158a
d000.s04090.t00000 bn:00096158a
d000.s04091.t00000 bn:00097153a
d000.s04092.t00000 bn:00097742a
d000.s04093.t00000 bn:00097742a
d000.s04094.t00000 bn:00097742a
d000.s04095.t00000 bn:00097742a
d000.s04096.t00000 bn:00110962a
d000.s04097.t00000 bn:00110962a
d000.s04098.t00000 bn:00110966a
d000.s04099.t00000 bn:00107613a
d000.s04100.t00000 bn:00107555a
d000.s04101.t00000 bn:00107555a
d000.s04102.t00000 bn:00097350a
d000.s04103.t00000 bn:00097350a
d000.s04104.t00000 bn:00097350a
d000.s04105.t00000 bn:00101156a
d000.s04106.t00000 bn:00101156a
d000.s04107.t00000 bn:00019956n
d000.s04108.t00000 bn:00101517a
d000.s04109.t00000 bn:00101517a
d000.s04110.t00000 bn:00103577a
d000.s04111.t00000 bn:00113012a
d000.s04112.t00000 bn:00107787a
d000.s04113.t00000 bn:00107787a
d000.s04114.t00000 bn:00107787a
d000.s04115.t00000 bn:00107787a
d000.s04116.t00000 bn:00107787a
d000.s04117.t00000 bn:00107787a
d000.s04118.t00000 bn:00107267a
d000.s04119.t00000 bn:00107267a
d000.s04120.t00000 bn:00107267a
d000.s04121.t00000 bn:00107267a
d000.s04122.t00000 bn:00107267a
d000.s04123.t00000 bn:00107786a
d000.s04124.t00000 bn:00107786a
d000.s04125.t00000 bn:00096644a
d000.s04126.t00000 bn:00096644a
d000.s04127.t00000 bn:00104589a
d000.s04128.t00000 bn:00106060a
d000.s04129.t00000 bn:00107879a
d000.s04130.t00000 bn:00107879a
d000.s04131.t00000 bn:00096383a
d000.s04132.t00000 bn:00107924a
d000.s04133.t00000 bn:00107924a
d000.s04134.t00000 bn:00105149a
d000.s04135.t00000 bn:00107938a
d000.s04136.t00000 bn:00107938a
d000.s04137.t00000 bn:00107938a
d000.s04138.t00000 bn:00096166a
d000.s04139.t00000 bn:00106670a
d000.s04140.t00000 bn:00102649a
d000.s04141.t00000 bn:00102649a
d000.s04142.t00000 bn:00102649a
d000.s04143.t00000 bn:00102649a
d000.s04144.t00000 bn:00102649a
d000.s04145.t00000 bn:00102649a
d000.s04146.t00000 bn:00102774a
d000.s04147.t00000 bn:00102774a
d000.s04148.t00000 bn:00109444a
d000.s04149.t00000 bn:00109444a
d000.s04150.t00000 bn:00107964a
d000.s04151.t00000 bn:00105150a
d000.s04152.t00000 bn:00107965a
d000.s04153.t00000 bn:00107965a
d000.s04154.t00000 bn:00103328a
d000.s04155.t00000 bn:00107989a
d000.s04156.t00000 bn:00101906a
d000.s04157.t00000 bn:00107891a
d000.s04158.t00000 bn:00107891a
d000.s04159.t00000 bn:00017182n
d000.s04160.t00000 bn:00111403a
d000.s04161.t00000 bn:00108168a
d000.s04162.t00000 bn:00108246a
d000.s04163.t00000 bn:00107678a
d000.s04164.t00000 bn:00107678a
d000.s04165.t00000 bn:00107678a
d000.s04166.t00000 bn:00101315a
d000.s04167.t00000 bn:00108481a
d000.s04168.t00000 bn:00107991a
d000.s04169.t00000 bn:00113032a
d000.s04170.t00000 bn:00106486a
d000.s04171.t00000 bn:00097467a
d000.s04172.t00000 bn:00097467a
d000.s04173.t00000 bn:00097467a
d000.s04174.t00000 bn:00097467a
d000.s04175.t00000 bn:00108320a
d000.s04176.t00000 bn:00108320a
d000.s04177.t00000 bn:00111802a
d000.s04178.t00000 bn:00104632a
d000.s04179.t00000 bn:00104632a
d000.s04180.t00000 bn:00108363a
d000.s04181.t00000 bn:00108363a
d000.s04182.t00000 bn:00108363a
d000.s04183.t00000 bn:00108363a
d000.s04184.t00000 bn:00102842a
d000.s04185.t00000 bn:00102842a
d000.s04186.t00000 bn:00102842a
d000.s04187.t00000 bn:00102842a
d000.s04188.t00000 bn:00108464a
d000.s04189.t00000 bn:00096562a
d000.s04190.t00000 bn:00096562a
d000.s04191.t00000 bn:00096562a
d000.s04192.t00000 bn:00096562a
d000.s04193.t00000 bn:00102300a
d000.s04194.t00000 bn:00102300a
d000.s04195.t00000 bn:00102300a
d000.s04196.t00000 bn:00105456a
d000.s04197.t00000 bn:00104769a
d000.s04198.t00000 bn:00097677a
d000.s04199.t00000 bn:00097677a
d000.s04200.t00000 bn:00108472a
d000.s04201.t00000 bn:00104657a
d000.s04202.t00000 bn:00104657a
d000.s04203.t00000 bn:00052223n
d000.s04204.t00000 bn:00108566a
d000.s04205.t00000 bn:00108566a
d000.s04206.t00000 bn:00108566a
d000.s04207.t00000 bn:00108621a
d000.s04208.t00000 bn:00104237a
d000.s04209.t00000 bn:00109662a
d000.s04210.t00000 bn:00109662a
d000.s04211.t00000 bn:00108331a
d000.s04212.t00000 bn:00108674a
d000.s04213.t00000 bn:00108680a
d000.s04214.t00000 bn:00108680a
d000.s04215.t00000 bn:00098172a
d000.s04216.t00000 bn:00113057a
d000.s04217.t00000 bn:00113057a
d000.s04218.t00000 bn:00113057a
d000.s04219.t00000 bn:00096306a
d000.s04220.t00000 bn:00102493a
d000.s04221.t00000 bn:00113060a
d000.s04222.t00000 bn:00113060a
d000.s04223.t00000 bn:00108826a
d000.s04224.t00000 bn:00107202a
d000.s04225.t00000 bn:00107201a
d000.s04226.t00000 bn:00097717a
d000.s04227.t00000 bn:00108878a
d000.s04228.t00000 bn:00102876a
d000.s04229.t00000 bn:00105083a
d000.s04230.t00000 bn:00105083a
d000.s04231.t00000 bn:00108880a
d000.s04232.t00000 bn:00108880a
d000.s04233.t00000 bn:00108880a
d000.s04234.t00000 bn:00108880a
d000.s04235.t00000 bn:00104693a
d000.s04236.t00000 bn:00104693a
d000.s04237.t00000 bn:00104693a
d000.s04238.t00000 bn:00104694a
d000.s04239.t00000 bn:00104694a
d000.s04240.t00000 bn:00113072a
d000.s04241.t00000 bn:00113072a
d000.s04242.t00000 bn:00113072a
d000.s04243.t00000 bn:00108996a
d000.s04244.t00000 bn:00108996a
d000.s04245.t00000 bn:00108996a
d000.s04246.t00000 bn:00110247a
d000.s04247.t00000 bn:00110247a
d000.s04248.t00000 bn:00110247a
d000.s04249.t00000 bn:00110247a
d000.s04250.t00000 bn:00104956a
d000.s04251.t00000 bn:00102110a
d000.s04252.t00000 bn:00103424a
d000.s04253.t00000 bn:00103424a
d000.s04254.t00000 bn:00109211a
d000.s04255.t00000 bn:00109211a
d000.s04256.t00000 bn:00109211a
d000.s04257.t00000 bn:00109211a
d000.s04258.t00000 bn:00104825a
d000.s04259.t00000 bn:00104825a
d000.s04260.t00000 bn:00104825a
d000.s04261.t00000 bn:00109069a
d000.s04262.t00000 bn:00109069a
d000.s04263.t00000 bn:00109069a
d000.s04264.t00000 bn:00109075a
d000.s04265.t00000 bn:00113087a
d000.s04266.t00000 bn:00097351a
d000.s04267.t00000 bn:00097351a
d000.s04268.t00000 bn:00097351a
d000.s04269.t00000 bn:00097351a
d000.s04270.t00000 bn:00109083a
d000.s04271.t00000 bn:00109157a
d000.s04272.t00000 bn:00109157a
d000.s04273.t00000 bn:00109157a
d000.s04274.t00000 bn:00109157a
d000.s04275.t00000 bn:00109157a
d000.s04276.t00000 bn:00109157a
d000.s04277.t00000 bn:00097526a
d000.s04278.t00000 bn:00097526a
d000.s04279.t00000 bn:00101507a
d000.s04280.t00000 bn:00101507a
d000.s04281.t00000 bn:00100184a
d000.s04282.t00000 bn:00100184a
d000.s04283.t00000 bn:00100184a
d000.s04284.t00000 bn:00106570a
d000.s04285.t00000 bn:00003341n
d000.s04286.t00000 bn:00109175a
d000.s04287.t00000 bn:00109175a
d000.s04288.t00000 bn:00109175a
d000.s04289.t00000 bn:00109175a
d000.s04290.t00000 bn:00109231a
d000.s04291.t00000 bn:00109231a
d000.s04292.t00000 bn:00109231a
d000.s04293.t00000 bn:00098211a
d000.s04294.t00000 bn:00098211a
d000.s04295.t00000 bn:00098211a
d000.s04296.t00000 bn:00108650a
d000.s04297.t00000 bn:00101398a
d000.s04298.t00000 bn:00101398a
d000.s04299.t00000 bn:00109325a
d000.s04300.t00000 bn:00109325a
d000.s04301.t00000 bn:00109359a
d000.s04302.t00000 bn:00109359a
d000.s04303.t00000 bn:00110624a
d000.s04304.t00000 bn:00107334a
d000.s04305.t00000 bn:00107334a
d000.s04306.t00000 bn:00098544a
d000.s04307.t00000 bn:00109358a
d000.s04308.t00000 bn:00109358a
d000.s04309.t00000 bn:00109358a
d000.s04310.t00000 bn:00109358a
d000.s04311.t00000 bn:00109485a
d000.s04312.t00000 bn:00109485a
d000.s04313.t00000 bn:00109485a
d000.s04314.t00000 bn:00109485a
d000.s04315.t00000 bn:00109485a
d000.s04316.t00000 bn:00109485a
d000.s04317.t00000 bn:00109485a
d000.s04318.t00000 bn:00109485a
d000.s04319.t00000 bn:00096400a
d000.s04320.t00000 bn:00096400a
d000.s04321.t00000 bn:00102682a
d000.s04322.t00000 bn:00102682a
d000.s04323.t00000 bn:00101800a
d000.s04324.t00000 bn:00113120a
d000.s04325.t00000 bn:00113120a
d000.s04326.t00000 bn:00109507a
d000.s04327.t00000 bn:00109507a
d000.s04328.t00000 bn:00107784a
d000.s04329.t00000 bn:00107784a
d000.s04330.t00000 bn:00109671a
d000.s04331.t00000 bn:00109671a
d000.s04332.t00000 bn:00109671a
d000.s04333.t00000 bn:00105444a
d000.s04334.t00000 bn:00105444a
d000.s04335.t00000 bn:00112843a
d000.s04336.t00000 bn:00100875a
d000.s04337.t00000 bn:00097149a
d000.s04338.t00000 bn:00097149a
d000.s04339.t00000 bn:00106914a
d000.s04340.t00000 bn:00106914a
d000.s04341.t00000 bn:00098388a
d000.s04342.t00000 bn:00096672a
d000.s04343.t00000 bn:00109659a
d000.s04344.t00000 bn:00105442a
d000.s04345.t00000 bn:00105442a
d000.s04346.t00000 bn:00105447a
d000.s04347.t00000 bn:00102147a
d000.s04348.t00000 bn:00104549a
d000.s04349.t00000 bn:00104549a
d000.s04350.t00000 bn:00107890a
d000.s04351.t00000 bn:00096873a
d000.s04352.t00000 bn:00109738a
d000.s04353.t00000 bn:00109738a
d000.s04354.t00000 bn:00109769a
d000.s04355.t00000 bn:00106500a
d000.s04356.t00000 bn:00096612a
d000.s04357.t00000 bn:00096612a
d000.s04358.t00000 bn:00096612a
d000.s04359.t00000 bn:00108798a
d000.s04360.t00000 bn:00108798a
d000.s04361.t00000 bn:00105200a
d000.s04362.t00000 bn:00105200a
d000.s04363.t00000 bn:00109860a
d000.s04364.t00000 bn:00109860a
d000.s04365.t00000 bn:00105840a
d000.s04366.t00000 bn:00105834a
d000.s04367.t00000 bn:00102419a
d000.s04368.t00000 bn:00098090a
d000.s04369.t00000 bn:00113178a
d000.s04370.t00000 bn:00113178a
d000.s04371.t00000 bn:00113611a
d000.s04372.t00000 bn:00100990a
d000.s04373.t00000 bn:00098003a
d000.s04374.t00000 bn:00098003a
d000.s04375.t00000 bn:00098003a
d000.s04376.t00000 bn:00112096a
d000.s04377.t00000 bn:00112096a
d000.s04378.t00000 bn:00113440a
d000.s04379.t00000 bn:00113440a
d000.s04380.t00000 bn:00110014a
d000.s04381.t00000 bn:00110014a
d000.s04382.t00000 bn:00110046a
d000.s04383.t00000 bn:00100895a
d000.s04384.t00000 bn:00100895a
d000.s04385.t00000 bn:00100895a
d000.s04386.t00000 bn:00099509a
d000.s04387.t00000 bn:00104007a
d000.s04388.t00000 bn:00104007a
d000.s04389.t00000 bn:00110056a
d000.s04390.t00000 bn:00100503a
d000.s04391.t00000 bn:00098805a
d000.s04392.t00000 bn:00105163a
d000.s04393.t00000 bn:00105163a
d000.s04394.t00000 bn:00105163a
d000.s04395.t00000 bn:00110106a
d000.s04396.t00000 bn:00113200a
d000.s04397.t00000 bn:00103444a
d000.s04398.t00000 bn:00103444a
d000.s04399.t00000 bn:00110253a
d000.s04400.t00000 bn:00110253a
d000.s04401.t00000 bn:00110253a
d000.s04402.t00000 bn:00110270a
d000.s04403.t00000 bn:00110270a
d000.s04404.t00000 bn:00112880a
d000.s04405.t00000 bn:00096862a
d000.s04406.t00000 bn:00096862a
d000.s04407.t00000 bn:00096862a
d000.s04408.t00000 bn:00110412a
d000.s04409.t00000 bn:00110412a
d000.s04410.t00000 bn:00105162a
d000.s04411.t00000 bn:00105162a
d000.s04412.t00000 bn:00109277a
d000.s04413.t00000 bn:00102647a
d000.s04414.t00000 bn:00102647a
d000.s04415.t00000 bn:00110444a
d000.s04416.t00000 bn:00110444a
d000.s04417.t00000 bn:00110444a
d000.s04418.t00000 bn:00110444a
d000.s04419.t00000 bn:00110444a
d000.s04420.t00000 bn:00103358a
d000.s04421.t00000 bn:00101902a
d000.s04422.t00000 bn:00103419a
d000.s04423.t00000 bn:00104261a
d000.s04424.t00000 bn:00106246a
d000.s04425.t00000 bn:00110487a
d000.s04426.t00000 bn:00110487a
d000.s04427.t00000 bn:00097578a
d000.s04428.t00000 bn:00097578a
d000.s04429.t00000 bn:00096987a
d000.s04430.t00000 bn:00096987a
d000.s04431.t00000 bn:00096987a
d000.s04432.t00000 bn:00104972a
d000.s04433.t00000 bn:00098562a
d000.s04434.t00000 bn:00100150a
d000.s04435.t00000 bn:00100150a
d000.s04436.t00000 bn:00103538a
d000.s04437.t00000 bn:00103538a
d000.s04438.t00000 bn:00110682a
d000.s04439.t00000 bn:00110682a
d000.s04440.t00000 bn:00110682a
d000.s04441.t00000 bn:00101725a
d000.s04442.t00000 bn:00101725a
d000.s04443.t00000 bn:00111755a
d000.s04444.t00000 bn:00111872a
d000.s04445.t00000 bn:00096445a
d000.s04446.t00000 bn:00096445a
d000.s04447.t00000 bn:00096445a
d000.s04448.t00000 bn:00106489a
d000.s04449.t00000 bn:00110756a
d000.s04450.t00000 bn:00110756a
d000.s04451.t00000 bn:00100596a
d000.s04452.t00000 bn:00100762a
d000.s04453.t00000 bn:00106033a
d000.s04454.t00000 bn:00103487a
d000.s04455.t00000 bn:00104239a
d000.s04456.t00000 bn:00104239a
d000.s04457.t00000 bn:00104239a
d000.s04458.t00000 bn:00107098a
d000.s04459.t00000 bn:00107098a
d000.s04460.t00000 bn:00107098a
d000.s04461.t00000 bn:00103087a
d000.s04462.t00000 bn:00105098a
d000.s04463.t00000 bn:00100998a
d000.s04464.t00000 bn:00100998a
d000.s04465.t00000 bn:00097290a
d000.s04466.t00000 bn:00104720a
d000.s04467.t00000 bn:00105208a
d000.s04468.t00000 bn:00103738a
d000.s04469.t00000 bn:00113268a
d000.s04470.t00000 bn:00113268a
d000.s04471.t00000 bn:00106842a
d000.s04472.t00000 bn:00106842a
d000.s04473.t00000 bn:00103393a
d000.s04474.t00000 bn:00102166a
d000.s04475.t00000 bn:00111312a
d000.s04476.t00000 bn:00111312a
d000.s04477.t00000 bn:00111312a
d000.s04478.t00000 bn:00102715a
d000.s04479.t00000 bn:00102715a
d000.s04480.t00000 bn:00102715a
d000.s04481.t00000 bn:00102715a
d000.s04482.t00000 bn:00108189a
d000.s04483.t00000 bn:00108189a
d000.s04484.t00000 bn:00108189a
d000.s04485.t00000 bn:00100070a
d000.s04486.t00000 bn:00111423a
d000.s04487.t00000 bn:00111465a
d000.s04488.t00000 bn:00111465a
d000.s04489.t00000 bn:00098870a
d000.s04490.t00000 bn:00102496a
d000.s04491.t00000 bn:00102496a
d000.s04492.t00000 bn:00106558a
d000.s04493.t00000 bn:00096254a
d000.s04494.t00000 bn:00105227a
d000.s04495.t00000 bn:00111523a
d000.s04496.t00000 bn:00096830a
d000.s04497.t00000 bn:00104698a
d000.s04498.t00000 bn:00104698a
d000.s04499.t00000 bn:00101978a
d000.s04500.t00000 bn:00101978a
d000.s04501.t00000 bn:00101844a
d000.s04502.t00000 bn:00101844a
d000.s04503.t00000 bn:00111527a
d000.s04504.t00000 bn:00113303a
d000.s04505.t00000 bn:00111577a
d000.s04506.t00000 bn:00111577a
d000.s04507.t00000 bn:00111577a
d000.s04508.t00000 bn:00111577a
d000.s04509.t00000 bn:00111605a
d000.s04510.t00000 bn:00111605a
d000.s04511.t00000 bn:00113315a
d000.s04512.t00000 bn:00113315a
d000.s04513.t00000 bn:00111630a
d000.s04514.t00000 bn:00111630a
d000.s04515.t00000 bn:00106126a
d000.s04516.t00000 bn:00106126a
d000.s04517.t00000 bn:00106062a
d000.s04518.t00000 bn:00106062a
d000.s04519.t00000 bn:00111642a
d000.s04520.t00000 bn:00109503a
d000.s04521.t00000 bn:00111670a
d000.s04522.t00000 bn:00098464a
d000.s04523.t00000 bn:00096354a
d000.s04524.t00000 bn:00096354a
d000.s04525.t00000 bn:00098521a
d000.s04526.t00000 bn:00098521a
d000.s04527.t00000 bn:00101912a
d000.s04528.t00000 bn:00107231a
d000.s04529.t00000 bn:00107231a
d000.s04530.t00000 bn:00109624a
d000.s04531.t00000 bn:00111820a
d000.s04532.t00000 bn:00111824a
d000.s04533.t00000 bn:00111824a
d000.s04534.t00000 bn:00111824a
d000.s04535.t00000 bn:00111824a
d000.s04536.t00000 bn:00111824a
d000.s04537.t00000 bn:00111824a
d000.s04538.t00000 bn:00111826a
d000.s04539.t00000 bn:00111826a
d000.s04540.t00000 bn:00111826a
d000.s04541.t00000 bn:00111826a
d000.s04542.t00000 bn:00102006a
d000.s04543.t00000 bn:00102006a
d000.s04544.t00000 bn:00102006a
d000.s04545.t00000 bn:00102006a
d000.s04546.t00000 bn:00103373a
d000.s04547.t00000 bn:00106642a
d000.s04548.t00000 bn:00105326a
d000.s04549.t00000 bn:00098366a
d000.s04550.t00000 bn:00111988a
d000.s04551.t00000 bn:00111988a
d000.s04552.t00000 bn:00098731a
d000.s04553.t00000 bn:00109612a
d000.s04554.t00000 bn:00109612a
d000.s04555.t00000 bn:00113343a
d000.s04556.t00000 bn:00099807a
d000.s04557.t00000 bn:00056879n
d000.s04558.t00000 bn:00112146a
d000.s04559.t00000 bn:00112146a
d000.s04560.t00000 bn:00096399a
d000.s04561.t00000 bn:00096399a
d000.s04562.t00000 bn:00101618a
d000.s04563.t00000 bn:00101618a
d000.s04564.t00000 bn:00101744a
d000.s04565.t00000 bn:00101744a
d000.s04566.t00000 bn:00103790a
d000.s04567.t00000 bn:00112161a
d000.s04568.t00000 bn:00112161a
d000.s04569.t00000 bn:00101187a
d000.s04570.t00000 bn:00101187a
d000.s04571.t00000 bn:00113357a
d000.s04572.t00000 bn:00096178a
d000.s04573.t00000 bn:00098226a
d000.s04574.t00000 bn:00098226a
d000.s04575.t00000 bn:00113346a
d000.s04576.t00000 bn:00113346a
d000.s04577.t00000 bn:00113452a
d000.s04578.t00000 bn:00103448a
d000.s04579.t00000 bn:00000996n
d000.s04580.t00000 bn:00113489a
d000.s04581.t00000 bn:00113946a
d000.s04582.t00000 bn:00106412a
d000.s04583.t00000 bn:00106412a
d000.s04584.t00000 bn:00106412a
d000.s04585.t00000 bn:00113502a
d000.s04586.t00000 bn:00113502a
d000.s04587.t00000 bn:00096720a
d000.s04588.t00000 bn:00096722a
d000.s04589.t00000 bn:00105378a
d000.s04590.t00000 bn:00113616a
d000.s04591.t00000 bn:00113616a
d000.s04592.t00000 bn:00113616a
d000.s04593.t00000 bn:00113616a
d000.s04594.t00000 bn:00113616a
d000.s04595.t00000 bn:00102901a
d000.s04596.t00000 bn:00110277a
d000.s04597.t00000 bn:00110277a
d000.s04598.t00000 bn:00110277a
d000.s04599.t00000 bn:00110277a
d000.s04600.t00000 bn:00110277a
d000.s04601.t00000 bn:00113659a
d000.s04602.t00000 bn:00113659a
d000.s04603.t00000 bn:00108400a
d000.s04604.t00000 bn:00105398a
d000.s04605.t00000 bn:00106254a
d000.s04606.t00000 bn:00100441a
d000.s04607.t00000 bn:00100441a
d000.s04608.t00000 bn:00100441a
d000.s04609.t00000 bn:00100441a
d000.s04610.t00000 bn:00100441a
d000.s04611.t00000 bn:00113700a
d000.s04612.t00000 bn:00113711a
d000.s04613.t00000 bn:00105074a
d000.s04614.t00000 bn:00101094a
d000.s04615.t00000 bn:00097801a
d000.s04616.t00000 bn:00097801a
d000.s04617.t00000 bn:00101649a
d000.s04618.t00000 bn:00101649a
d000.s04619.t00000 bn:00101649a
d000.s04620.t00000 bn:00101649a
d000.s04621.t00000 bn:00109376a
d000.s04622.t00000 bn:00113818a
d000.s04623.t00000 bn:00113818a
d000.s04624.t00000 bn:00113818a
d000.s04625.t00000 bn:00100892a
d000.s04626.t00000 bn:00100892a
d000.s04627.t00000 bn:00100892a
d000.s04628.t00000 bn:00104400a
d000.s04629.t00000 bn:00104400a
d000.s04630.t00000 bn:00106803a
d000.s04631.t00000 bn:00109411a
d000.s04632.t00000 bn:00101839a
d000.s04633.t00000 bn:00101839a
d000.s04634.t00000 bn:00101839a
d000.s04635.t00000 bn:00101839a
d000.s04636.t00000 bn:00101839a
d000.s04637.t00000 bn:00101839a
d000.s04638.t00000 bn:00113819a
d000.s04639.t00000 bn:00106932a
d000.s04640.t00000 bn:00106932a
d000.s04641.t00000 bn:00098887a
d000.s04642.t00000 bn:00098887a
d000.s04643.t00000 bn:00098887a
d000.s04644.t00000 bn:00098887a
d000.s04645.t00000 bn:00098887a
d000.s04646.t00000 bn:00098887a
d000.s04647.t00000 bn:00098445a
d000.s04648.t00000 bn:00101050a
d000.s04649.t00000 bn:00112956a
d000.s04650.t00000 bn:00112956a
d000.s04651.t00000 bn:00097896a
d000.s04652.t00000 bn:00097896a
d000.s04653.t00000 bn:00113901a
d000.s04654.t00000 bn:00096218a
d000.s04655.t00000 bn:00096218a
d000.s04656.t00000 bn:00096218a
d000.s04657.t00000 bn:00096218a
d000.s04658.t00000 bn:00107666a
d000.s04659.t00000 bn:00113923a
d000.s04660.t00000 bn:00113923a
d000.s04661.t00000 bn:00110267a
d000.s04662.t00000 bn:00111042a
d000.s04663.t00000 bn:00111042a
d000.s04664.t00000 bn:00111042a
d000.s04665.t00000 bn:00113948a
d000.s04666.t00000 bn:00113948a
d000.s04667.t00000 bn:00097368a
d000.s04668.t00000 bn:00097368a
d000.s04669.t00000 bn:00097368a
d000.s04670.t00000 bn:00097368a
d000.s04671.t00000 bn:00106626a
d000.s04672.t00000 bn:00106626a
d000.s04673.t00000 bn:00107627a
d000.s04674.t00000 bn:00113490a
d000.s04675.t00000 bn:00113490a
d000.s04676.t00000 bn:00096829a
d000.s04677.t00000 bn:00096878a
d000.s04678.t00000 bn:00096948a
d000.s04679.t00000 bn:00097028a
d000.s04680.t00000 bn:00099379a
d000.s04681.t00000 bn:00097417a
d000.s04682.t00000 bn:00097446a
d000.s04683.t00000 bn:00097446a
d000.s04684.t00000 bn:00097531a
d000.s04685.t00000 bn:00097654a
d000.s04686.t00000 bn:00097756a
d000.s04687.t00000 bn:00097766a
d000.s04688.t00000 bn:00097803a
d000.s04689.t00000 bn:00097913a
d000.s04690.t00000 bn:00098398a
d000.s04691.t00000 bn:00098412a
d000.s04692.t00000 bn:00098720a
d000.s04693.t00000 bn:00099415a
d000.s04694.t00000 bn:00099415a
d000.s04695.t00000 bn:00099414a
d000.s04696.t00000 bn:00099414a
d000.s04697.t00000 bn:00105330a
d000.s04698.t00000 bn:00099465a
d000.s04699.t00000 bn:00099577a
d000.s04700.t00000 bn:00099577a
d000.s04701.t00000 bn:00100391a
d000.s04702.t00000 bn:00100530a
d000.s04703.t00000 bn:00100530a
d000.s04704.t00000 bn:00100530a
d000.s04705.t00000 bn:00100532a
d000.s04706.t00000 bn:00100532a
d000.s04707.t00000 bn:00100575a
d000.s04708.t00000 bn:00101322a
d000.s04709.t00000 bn:00101354a
d000.s04710.t00000 bn:00101371a
d000.s04711.t00000 bn:00102427a
d000.s04712.t00000 bn:00102001a
d000.s04713.t00000 bn:00102001a
d000.s04714.t00000 bn:00102099a
d000.s04715.t00000 bn:00102417a
d000.s04716.t00000 bn:00102417a
d000.s04717.t00000 bn:00102864a
d000.s04718.t00000 bn:00103522a
d000.s04719.t00000 bn:00104384a
d000.s04720.t00000 bn:00104649a
d000.s04721.t00000 bn:00104649a
d000.s04722.t00000 bn:00104995a
d000.s04723.t00000 bn:00105577a
d000.s04724.t00000 bn:00105656a
d000.s04725.t00000 bn:00106109a
d000.s04726.t00000 bn:00106109a
d000.s04727.t00000 bn:00106109a
d000.s04728.t00000 bn:00106109a
d000.s04729.t00000 bn:00106109a
d000.s04730.t00000 bn:00106109a
